simulation_id,max_drawdown_pct,max_drawdown_usdt,max_losing_streak,final_equity_usdt,final_net_pnl_usdt
5208,9.315437612,602.23,9,7239.12,6239.12
5209,11.03294597,355.23,8,7239.12,6239.12
5210,16.61100797,286.51,9,7239.12,6239.12
5211,26.18954606,462.93,9,7239.12,6239.12
5212,23.14247432,471.7,10,7239.12,6239.12
5213,9.523442829,346.28,13,7239.12,6239.12
5214,31.34013288,564.16,9,7239.12,6239.12
5215,32.67701144,459.71,8,7239.12,6239.12
5216,24.36486934,488.07,11,7239.12,6239.12
5217,38.7851858,560.38,10,7239.12,6239.12
5218,17.72221009,359.64,8,7239.12,6239.12
5219,68.85747442,783.24,12,7239.12,6239.12
5220,17.131,291.12,9,7239.12,6239.12
5221,27.78611484,357.17,8,7239.12,6239.12
5222,31.08449592,403.1,11,7239.12,6239.12
5223,13.28836831,360,12,7239.12,6239.12
5224,11.85444344,442.85,10,7239.12,6239.12
5225,10.92155158,433.46,12,7239.12,6239.12
5226,8.366509114,342.03,10,7239.12,6239.12
5227,13.88184776,542.19,11,7239.12,6239.12
5228,14.45265411,378.62,10,7239.12,6239.12
5229,13.4817217,374.92,9,7239.12,6239.12
5230,14.01424371,389.55,13,7239.12,6239.12
5231,33.63989693,621.45,8,7239.12,6239.12
5232,13.41593412,426.31,14,7239.12,6239.12
5233,16.09371969,295.78,11,7239.12,6239.12
5234,29.58753012,395.39,7,7239.12,6239.12
5235,21.98313149,344.92,8,7239.12,6239.12
5236,9.018675987,253.91,8,7239.12,6239.12
5237,31.38955312,513.26,14,7239.12,6239.12
5238,13.42223969,402.04,9,7239.12,6239.12
5239,24.8260809,1105.56,13,7239.12,6239.12
5240,19.10194102,418.84,10,7239.12,6239.12
5241,11.86130752,345.45,13,7239.12,6239.12
5242,10.761,310.51,10,7239.12,6239.12
5243,13.66969614,286.96,10,7239.12,6239.12
5244,18.96,334.63,12,7239.12,6239.12
5245,33.53318527,351.8,8,7239.12,6239.12
5246,15.32151637,336.85,8,7239.12,6239.12
5247,12.65994882,373.37,8,7239.12,6239.12
5248,38.04989296,598.97,11,7239.12,6239.12
5249,18.19295794,458.66,12,7239.12,6239.12
5250,23.05924229,421.32,10,7239.12,6239.12
5251,12.85574652,339.09,10,7239.12,6239.12
5252,19.13429302,345.86,11,7239.12,6239.12
5253,21.90193402,356.27,10,7239.12,6239.12
5254,42.37205524,704.16,8,7239.12,6239.12
5255,21.97207486,535.51,11,7239.12,6239.12
5256,29.79254574,457.27,8,7239.12,6239.12
5257,19.26279177,310.94,9,7239.12,6239.12
5258,24.38460431,377.18,7,7239.12,6239.12
5259,17.70783794,365.14,10,7239.12,6239.12
5260,19.26373648,383.41,12,7239.12,6239.12
5261,13.74128942,504.82,7,7239.12,6239.12
5262,11.70758434,442.11,12,7239.12,6239.12
5263,17.97659105,409.59,7,7239.12,6239.12
5264,28.21067386,544.22,14,7239.12,6239.12
5265,19.96752201,417.1,13,7239.12,6239.12
5266,14.77463103,685.08,12,7239.12,6239.12
5267,20.35942285,517.28,9,7239.12,6239.12
5268,15.62627499,376.77,12,7239.12,6239.12
5269,13.30166351,395.65,10,7239.12,6239.12
5270,20.34247988,386.2,8,7239.12,6239.12
5271,34.50922885,461.24,7,7239.12,6239.12
5272,18.7373748,461.81,11,7239.12,6239.12
5273,43.53958232,448.24,7,7239.12,6239.12
5274,14.13198306,376.12,9,7239.12,6239.12
5275,12.56106284,742.86,9,7239.12,6239.12
5276,14.26722743,287.79,9,7239.12,6239.12
5277,59.843,598.43,8,7239.12,6239.12
5278,63.289,632.89,10,7239.12,6239.12
5279,22.91041577,388.7,9,7239.12,6239.12
5280,14.3131084,388.26,9,7239.12,6239.12
5281,14.14094956,580.66,8,7239.12,6239.12
5282,6.979744695,433.32,8,7239.12,6239.12
5283,33.615,387.25,8,7239.12,6239.12
5284,27.818,381.7,7,7239.12,6239.12
5285,29.27731523,488.5,7,7239.12,6239.12
5286,14.59339632,612.23,8,7239.12,6239.12
5287,21.949,456.27,10,7239.12,6239.12
5288,43.43672124,535.11,8,7239.12,6239.12
5289,23.199433,396.07,10,7239.12,6239.12
5290,39.68855779,566.32,6,7239.12,6239.12
5291,11.66049618,347.41,9,7239.12,6239.12
5292,13.17914446,349.36,16,7239.12,6239.12
5293,13.22797375,361.79,11,7239.12,6239.12
5294,16.79811158,459,11,7239.12,6239.12
5295,21.561,341.23,8,7239.12,6239.12
5296,18.61122679,313.3,8,7239.12,6239.12
5297,6.39879713,294.64,11,7239.12,6239.12
5298,14.39682971,604.52,12,7239.12,6239.12
5299,14.8267038,684.8,16,7239.12,6239.12
5300,25.06658929,487.74,11,7239.12,6239.12
5301,15.70798118,419.29,9,7239.12,6239.12
5302,26.39536096,329.1,9,7239.12,6239.12
5303,25.93580481,389.98,10,7239.12,6239.12
5304,18.60727854,546.97,12,7239.12,6239.12
5305,12.94998602,347.57,13,7239.12,6239.12
5306,25.66220868,454.76,10,7239.12,6239.12
5307,10.61740653,603.36,6,7239.12,6239.12
5308,15.51736368,341.09,13,7239.12,6239.12
5309,25.13080527,634.63,10,7239.12,6239.12
5310,17.83,462.2,7,7239.12,6239.12
5311,14.51800904,484.18,11,7239.12,6239.12
5312,10.12409988,459.46,7,7239.12,6239.12
5313,16.10496486,509.62,8,7239.12,6239.12
5314,25.55232592,436.03,10,7239.12,6239.12
5315,8.875975428,285.11,7,7239.12,6239.12
5316,16.98013313,330.34,11,7239.12,6239.12
5317,20.65993464,341.31,9,7239.12,6239.12
5318,12.14169074,367.05,11,7239.12,6239.12
5319,12.48535125,417.21,16,7239.12,6239.12
5320,20.84250803,470.09,13,7239.12,6239.12
5321,12.69971496,571.19,11,7239.12,6239.12
5322,21.57906617,447.33,9,7239.12,6239.12
5323,16.50013109,356.31,10,7239.12,6239.12
5324,13.33905721,341.74,15,7239.12,6239.12
5325,14.685,399.76,8,7239.12,6239.12
5326,25.939,301.34,10,7239.12,6239.12
5327,9.572379555,365.47,9,7239.12,6239.12
5328,16.29148501,457.75,12,7239.12,6239.12
5329,50.404,601.18,9,7239.12,6239.12
5330,42.06133418,465.64,8,7239.12,6239.12
5331,16.90455193,343.11,10,7239.12,6239.12
5332,45.41384456,514.28,10,7239.12,6239.12
5333,9.37395005,300.58,10,7239.12,6239.12
5334,15.63528981,411.14,12,7239.12,6239.12
5335,16.8920508,367.77,12,7239.12,6239.12
5336,17.19350814,336.25,8,7239.12,6239.12
5337,16.82688068,580.25,10,7239.12,6239.12
5338,25.9622166,276.09,7,7239.12,6239.12
5339,19.12999215,448.42,10,7239.12,6239.12
5340,22.33551012,449.08,7,7239.12,6239.12
5341,11.92939571,432.73,10,7239.12,6239.12
5342,19.83977948,425.91,13,7239.12,6239.12
5343,33.99285327,488.96,8,7239.12,6239.12
5344,21.28303702,734.65,11,7239.12,6239.12
5345,21.18694908,575.66,9,7239.12,6239.12
5346,11.26019889,683.69,10,7239.12,6239.12
5347,23.98353203,290.79,12,7239.12,6239.12
5348,21.26708719,623.4,11,7239.12,6239.12
5349,21.7757976,560.68,9,7239.12,6239.12
5350,11.49435803,515.13,10,7239.12,6239.12
5351,20.49260512,368.98,9,7239.12,6239.12
5352,10.24530326,360.15,9,7239.12,6239.12
5353,15.76048315,753.66,9,7239.12,6239.12
5354,11.17421378,248.68,11,7239.12,6239.12
5355,10.06508798,314.37,10,7239.12,6239.12
5356,11.9529073,487.41,9,7239.12,6239.12
5357,28.19668216,802.94,10,7239.12,6239.12
5358,10.4362572,483.11,9,7239.12,6239.12
5359,19.3727394,415.13,12,7239.12,6239.12
5360,28.03464043,467.86,14,7239.12,6239.12
5361,14.72788113,424.73,9,7239.12,6239.12
5362,14.41904839,464.52,10,7239.12,6239.12
5363,18.291,450.93,9,7239.12,6239.12
5364,21.05773057,511.41,10,7239.12,6239.12
5365,21.74265795,578.21,8,7239.12,6239.12
5366,8.836696896,576.28,12,7239.12,6239.12
5367,7.453063165,400.18,10,7239.12,6239.12
5368,10.28474957,377.91,8,7239.12,6239.12
5369,15.57249478,380.49,7,7239.12,6239.12
5370,12.7935967,285.31,11,7239.12,6239.12
5371,22.98772675,434.16,12,7239.12,6239.12
5372,44.44990646,651.04,11,7239.12,6239.12
5373,14.15436547,510.52,11,7239.12,6239.12
5374,19.56854546,433.81,9,7239.12,6239.12
5375,10.46884835,528.28,12,7239.12,6239.12
5376,20.0675925,445.93,12,7239.12,6239.12
5377,34.0047023,567.82,12,7239.12,6239.12
5378,23.7457645,523.66,14,7239.12,6239.12
5379,18.08755706,632.91,13,7239.12,6239.12
5380,11.65327468,294.6,11,7239.12,6239.12
5381,29.63302276,798.93,8,7239.12,6239.12
5382,15.87051619,432.49,10,7239.12,6239.12
5383,17.8871019,304.07,9,7239.12,6239.12
5384,18.70733479,479.16,11,7239.12,6239.12
5385,10.85492955,342.65,9,7239.12,6239.12
5386,12.52853603,280.09,8,7239.12,6239.12
5387,11.743,395.02,12,7239.12,6239.12
5388,9.35395164,543.64,8,7239.12,6239.12
5389,18.39726752,403.43,8,7239.12,6239.12
5390,9.339130141,464.88,11,7239.12,6239.12
5391,14.96021546,463.27,12,7239.12,6239.12
5392,13.06937193,389.35,7,7239.12,6239.12
5393,10.02925512,284.13,10,7239.12,6239.12
5394,14.85130348,396.61,8,7239.12,6239.12
5395,51.52763727,560.26,13,7239.12,6239.12
5396,20.589,358.55,13,7239.12,6239.12
5397,21.02639248,384.56,12,7239.12,6239.12
5398,11.78310585,398.63,8,7239.12,6239.12
5399,19.3463192,471.33,8,7239.12,6239.12
5400,18.45447022,369.59,7,7239.12,6239.12
5401,13.12870114,511.37,7,7239.12,6239.12
5402,16.37860739,409.07,8,7239.12,6239.12
5403,15.87808434,467.26,9,7239.12,6239.12
5404,7.284988509,265.74,9,7239.12,6239.12
5405,35.5,532.14,7,7239.12,6239.12
5406,38.10238822,482.14,7,7239.12,6239.12
5407,17.60191061,469.78,12,7239.12,6239.12
5408,16.76803969,391.94,7,7239.12,6239.12
5409,9.775685578,629.43,11,7239.12,6239.12
5410,15.6901385,473.78,7,7239.12,6239.12
5411,7.266,363.7,8,7239.12,6239.12
5412,19.66119947,453.39,7,7239.12,6239.12
5413,11.19229414,527.41,10,7239.12,6239.12
5414,15.957,412.82,10,7239.12,6239.12
5415,18.36223754,472.33,8,7239.12,6239.12
5416,16.76369542,536.74,7,7239.12,6239.12
5417,18.26243551,600.51,14,7239.12,6239.12
5418,17.3906581,418.75,8,7239.12,6239.12
5419,20.40590717,494.44,11,7239.12,6239.12
5420,20.65041518,410.08,8,7239.12,6239.12
5421,10.70779379,291.24,10,7239.12,6239.12
5422,17.49835461,413.04,9,7239.12,6239.12
5423,15.70134403,405.95,9,7239.12,6239.12
5424,10.04283823,471.48,7,7239.12,6239.12
5425,11.6492862,483.81,10,7239.12,6239.12
5426,13.94069502,675.35,10,7239.12,6239.12
5427,19.18784107,376.98,11,7239.12,6239.12
5428,12.5135896,437.39,9,7239.12,6239.12
5429,15.82459558,412.62,11,7239.12,6239.12
5430,11.31600198,283.64,8,7239.12,6239.12
5431,25.03809682,425.15,7,7239.12,6239.12
5432,14.76693707,458.93,11,7239.12,6239.12
5433,15.34227735,586.77,10,7239.12,6239.12
5434,21.51820335,493.35,9,7239.12,6239.12
5435,25.9017912,480.96,9,7239.12,6239.12
5436,14.31659168,406.48,10,7239.12,6239.12
5437,12.32509457,369.16,6,7239.12,6239.12
5438,13.42894994,306.15,8,7239.12,6239.12
5439,19.3858325,724.34,6,7239.12,6239.12
5440,24.50679977,312.44,8,7239.12,6239.12
5441,47.6027244,531.87,7,7239.12,6239.12
5442,21.33249438,620.43,12,7239.12,6239.12
5443,9.612147485,395.29,13,7239.12,6239.12
5444,30.32651059,367.93,11,7239.12,6239.12
5445,12.61871312,361.05,13,7239.12,6239.12
5446,26.62191099,368,11,7239.12,6239.12
5447,12.05214529,532.33,9,7239.12,6239.12
5448,23.99592898,367.47,11,7239.12,6239.12
5449,27.56029729,446.5,9,7239.12,6239.12
5450,27.518,344.81,7,7239.12,6239.12
5451,15.46396079,368.5,9,7239.12,6239.12
5452,12.7009723,467.42,12,7239.12,6239.12
5453,17.74868507,425.26,12,7239.12,6239.12
5454,21.00270802,427.62,9,7239.12,6239.12
5455,15.90982028,341.76,13,7239.12,6239.12
5456,9.730764022,323.3,11,7239.12,6239.12
5457,19.67945298,383.37,8,7239.12,6239.12
5458,37.624,376.26,8,7239.12,6239.12
5459,16.25348105,322.17,9,7239.12,6239.12
5460,18.07545359,478.3,17,7239.12,6239.12
5461,20.38830855,579.75,9,7239.12,6239.12
5462,10.56206346,597.61,7,7239.12,6239.12
5463,33.73716827,640.21,10,7239.12,6239.12
5464,29.53066456,556.75,12,7239.12,6239.12
5465,12.72542446,332.88,11,7239.12,6239.12
5466,24.93359894,339.68,11,7239.12,6239.12
5467,25.2495169,358.87,12,7239.12,6239.12
5468,15.71425484,504.7,9,7239.12,6239.12
5469,19.85016221,501.59,11,7239.12,6239.12
5470,12.95315051,417.28,13,7239.12,6239.12
5471,37.92948,504.83,12,7239.12,6239.12
5472,18.79139141,323.72,8,7239.12,6239.12
5473,10.46214356,529.4,10,7239.12,6239.12
5474,20.85704208,435.44,8,7239.12,6239.12
5475,11.95291277,484.74,8,7239.12,6239.12
5476,22.78388961,560.33,9,7239.12,6239.12
5477,15.90950697,269.41,8,7239.12,6239.12
5478,14.15917665,377.45,8,7239.12,6239.12
5479,23.13138455,273.43,9,7239.12,6239.12
5480,13.07581976,491.15,10,7239.12,6239.12
5481,24.51018874,368.42,7,7239.12,6239.12
5482,16.36616874,726.18,12,7239.12,6239.12
5483,18.43974339,386.32,7,7239.12,6239.12
5484,10.577446,342.93,8,7239.12,6239.12
5485,35.67378513,433.49,7,7239.12,6239.12
5486,19.1220192,390.26,9,7239.12,6239.12
5487,14.66174572,548.03,14,7239.12,6239.12
5488,13.05288282,318.83,9,7239.12,6239.12
5489,18.32177927,557.91,13,7239.12,6239.12
5490,19.14022821,548.45,10,7239.12,6239.12
5491,11.11960511,418.75,11,7239.12,6239.12
5492,18.243,568.09,10,7239.12,6239.12
5493,26.21927026,425.92,11,7239.12,6239.12
5494,17.19106815,594.62,7,7239.12,6239.12
5495,14.70070017,435.73,12,7239.12,6239.12
5496,27.34759919,429.3,8,7239.12,6239.12
5497,21.62160029,343.83,12,7239.12,6239.12
5498,33.417,334.17,10,7239.12,6239.12
5499,23.14187745,243.64,9,7239.12,6239.12
5500,38.641,470.44,9,7239.12,6239.12
5501,15.35373862,428.79,8,7239.12,6239.12
5502,23.51104659,384.26,9,7239.12,6239.12
5503,48.44873981,639.16,10,7239.12,6239.12
5504,38.50775715,429.4,14,7239.12,6239.12
5505,18.66816098,558.01,12,7239.12,6239.12
5506,34.15368931,522.63,10,7239.12,6239.12
5507,16.53998481,444.35,8,7239.12,6239.12
5508,22.40274739,360.28,9,7239.12,6239.12
5509,16.74237552,492.04,10,7239.12,6239.12
5510,12.38936009,444.79,9,7239.12,6239.12
5511,11.77853019,441.73,7,7239.12,6239.12
5512,16.31933506,358.37,8,7239.12,6239.12
5513,10.74257801,499.28,11,7239.12,6239.12
5514,15.59647186,387.09,8,7239.12,6239.12
5515,17.76208494,435.64,10,7239.12,6239.12
5516,14.453,308.11,9,7239.12,6239.12
5517,7.203861415,416.85,12,7239.12,6239.12
5518,18.1617417,362.39,9,7239.12,6239.12
5519,33.99715309,494.39,7,7239.12,6239.12
5520,16.61348784,548.48,7,7239.12,6239.12
5521,23.77498096,406.1,9,7239.12,6239.12
5522,26.93015332,461.72,8,7239.12,6239.12
5523,14.79149712,343.66,10,7239.12,6239.12
5524,40.63495044,519.4,9,7239.12,6239.12
5525,28.98033013,637.66,12,7239.12,6239.12
5526,17.54877709,323.66,9,7239.12,6239.12
5527,20.14790795,374.16,15,7239.12,6239.12
5528,10.7264119,386.05,7,7239.12,6239.12
5529,30.48126205,397.62,12,7239.12,6239.12
5530,12.99293685,462.66,10,7239.12,6239.12
5531,20.69844304,467.47,8,7239.12,6239.12
5532,16.5131868,258.45,10,7239.12,6239.12
5533,18.04396558,441.19,13,7239.12,6239.12
5534,21.08777943,737.02,11,7239.12,6239.12
5535,13.39744271,276.95,8,7239.12,6239.12
5536,7.733721405,409.65,8,7239.12,6239.12
5537,20.82296931,509.15,10,7239.12,6239.12
5538,17.04998184,314.55,9,7239.12,6239.12
5539,13.10081397,662.05,9,7239.12,6239.12
5540,12.92747938,648.49,11,7239.12,6239.12
5541,44.49877046,463.25,12,7239.12,6239.12
5542,8.531782334,353.53,6,7239.12,6239.12
5543,73.02219267,878.53,10,7239.12,6239.12
5544,32.48928004,447.79,13,7239.12,6239.12
5545,26.2186418,413.17,12,7239.12,6239.12
5546,19.57765034,509.71,10,7239.12,6239.12
5547,18.24141013,592.3,8,7239.12,6239.12
5548,13.16530898,421.49,9,7239.12,6239.12
5549,33.39428025,512.04,11,7239.12,6239.12
5550,14.76590409,545.2,11,7239.12,6239.12
5551,22.315,562.75,5,7239.12,6239.12
5552,25.10961355,541.76,9,7239.12,6239.12
5553,5.498362259,402.94,9,7239.12,6239.12
5554,23.26978285,632.24,12,7239.12,6239.12
5555,11.71820146,578.71,8,7239.12,6239.12
5556,7.243763823,421.2,7,7239.12,6239.12
5557,11.50122669,356.93,10,7239.12,6239.12
5558,10.78922412,379.99,9,7239.12,6239.12
5559,101.3380352,1020.17,10,7239.12,6239.12
5560,24.65629745,480.64,10,7239.12,6239.12
5561,18.071,244.83,7,7239.12,6239.12
5562,14.47607552,282.44,9,7239.12,6239.12
5563,13.227,404.13,10,7239.12,6239.12
5564,23.472,302,6,7239.12,6239.12
5565,22.19938427,309.06,10,7239.12,6239.12
5566,32.86520233,573.81,7,7239.12,6239.12
5567,30.63795105,372.15,9,7239.12,6239.12
5568,28.36751304,435.35,9,7239.12,6239.12
5569,26.93883082,616.25,10,7239.12,6239.12
5570,11.51199945,388.02,11,7239.12,6239.12
5571,28.45,504.71,13,7239.12,6239.12
5572,29.08116474,523.55,12,7239.12,6239.12
5573,14.25476619,392.83,18,7239.12,6239.12
5574,10.81940143,304.23,9,7239.12,6239.12
5575,19.557,596.05,10,7239.12,6239.12
5576,23.35103461,382.56,10,7239.12,6239.12
5577,16.80680891,327.6,7,7239.12,6239.12
5578,13.31375722,362.85,10,7239.12,6239.12
5579,13.046,518.09,10,7239.12,6239.12
5580,39.631,396.31,8,7239.12,6239.12
5581,11.86833881,431.51,11,7239.12,6239.12
5582,38.05302284,553.77,9,7239.12,6239.12
5583,25.39101436,564.89,15,7239.12,6239.12
5584,10.67387216,363.82,9,7239.12,6239.12
5585,47.23408491,474.49,9,7239.12,6239.12
5586,44.654,446.54,10,7239.12,6239.12
5587,9.993138357,346.61,9,7239.12,6239.12
5588,10.338,350.34,11,7239.12,6239.12
5589,7.856247939,278.79,7,7239.12,6239.12
5590,17.30533407,490.06,14,7239.12,6239.12
5591,33.79000076,398.82,11,7239.12,6239.12
5592,14.41337769,610.56,11,7239.12,6239.12
5593,11.33349648,434.87,8,7239.12,6239.12
5594,14.59852532,359.35,8,7239.12,6239.12
5595,17.26444544,496.74,12,7239.12,6239.12
5596,8.277527594,362.29,7,7239.12,6239.12
5597,21.86927306,416.17,7,7239.12,6239.12
5598,20.56146926,340.38,11,7239.12,6239.12
5599,26.073,384.93,9,7239.12,6239.12
5600,23.296,384.55,11,7239.12,6239.12
5601,28.15777384,429.04,8,7239.12,6239.12
5602,24.9232904,387.79,8,7239.12,6239.12
5603,9.517906832,415,13,7239.12,6239.12
5604,17.28963417,254.65,13,7239.12,6239.12
5605,8.584957539,613.53,12,7239.12,6239.12
5606,14.42499247,278.55,12,7239.12,6239.12
5607,10.27605365,389.75,10,7239.12,6239.12
5608,24.56649982,372.13,7,7239.12,6239.12
5609,16.12327901,463.93,9,7239.12,6239.12
5610,21.51352102,426.51,8,7239.12,6239.12
5611,17.50241127,364.53,8,7239.12,6239.12
5612,21.89103193,316.3,8,7239.12,6239.12
5613,18.17948352,426.7,10,7239.12,6239.12
5614,14.97437285,431.81,8,7239.12,6239.12
5615,7.889892668,387.83,8,7239.12,6239.12
5616,19.55484339,380.49,10,7239.12,6239.12
5617,9.835662656,404.4,11,7239.12,6239.12
5618,28.32552503,357.09,11,7239.12,6239.12
5619,27.321,394.43,11,7239.12,6239.12
5620,27.178,374.17,10,7239.12,6239.12
5621,18.35116103,336.43,8,7239.12,6239.12
5622,19.46236028,595.7,7,7239.12,6239.12
5623,19.33866417,470.15,11,7239.12,6239.12
5624,28.15762312,381.93,12,7239.12,6239.12
5625,25.83348067,375.85,10,7239.12,6239.12
5626,16.81531046,323.74,12,7239.12,6239.12
5627,34.354,353.12,12,7239.12,6239.12
5628,23.81117835,533.35,14,7239.12,6239.12
5629,8.971774892,423.29,8,7239.12,6239.12
5630,29.309819,503.08,10,7239.12,6239.12
5631,27.40863063,502.91,13,7239.12,6239.12
5632,11.03834966,288.41,17,7239.12,6239.12
5633,13.11413236,612.03,7,7239.12,6239.12
5634,12.10327527,687.28,9,7239.12,6239.12
5635,19.39287681,358.56,8,7239.12,6239.12
5636,37.58105107,474.02,13,7239.12,6239.12
5637,17.907,467.63,8,7239.12,6239.12
5638,18.96634022,406.3,10,7239.12,6239.12
5639,25.72866408,361.05,12,7239.12,6239.12
5640,13.43158885,399.98,8,7239.12,6239.12
5641,21.98133951,410.75,8,7239.12,6239.12
5642,15.77488843,673.74,9,7239.12,6239.12
5643,13.91285997,385.18,10,7239.12,6239.12
5644,51.50401837,560.75,10,7239.12,6239.12
5645,16.50533768,384.29,18,7239.12,6239.12
5646,13.40901725,423.47,9,7239.12,6239.12
5647,11.43866781,269.26,9,7239.12,6239.12
5648,25.459,656.84,11,7239.12,6239.12
5649,17.33521634,444.85,11,7239.12,6239.12
5650,18.1985992,417.03,10,7239.12,6239.12
5651,23.75879417,485.96,8,7239.12,6239.12
5652,24.84080496,467.34,12,7239.12,6239.12
5653,35.35501567,902.26,8,7239.12,6239.12
5654,20.781,490.56,12,7239.12,6239.12
5655,12.81996962,508.51,9,7239.12,6239.12
5656,23.11680979,311.18,13,7239.12,6239.12
5657,18.53220829,301.16,12,7239.12,6239.12
5658,15.78368709,520.16,8,7239.12,6239.12
5659,21.16001036,351.63,10,7239.12,6239.12
5660,18.49173706,505.07,11,7239.12,6239.12
5661,30.08278208,349.04,8,7239.12,6239.12
5662,27.38833724,379.26,9,7239.12,6239.12
5663,13.21880025,334.29,9,7239.12,6239.12
5664,22.71491224,547.97,8,7239.12,6239.12
5665,39.3178276,482.28,9,7239.12,6239.12
5666,10.57920796,367.29,15,7239.12,6239.12
5667,26.90938383,530.46,13,7239.12,6239.12
5668,18.11795312,557.27,12,7239.12,6239.12
5669,10.25135149,341.02,8,7239.12,6239.12
5670,11.25946976,330.57,8,7239.12,6239.12
5671,16.73446558,415.02,9,7239.12,6239.12
5672,8.945049654,509.01,11,7239.12,6239.12
5673,16.79740986,353.31,9,7239.12,6239.12
5674,32.16037911,346.11,8,7239.12,6239.12
5675,8.095568202,574.08,10,7239.12,6239.12
5676,15.90262088,595.48,8,7239.12,6239.12
5677,39.98247711,488.29,9,7239.12,6239.12
5678,17.74468852,669.5,12,7239.12,6239.12
5679,19.71074332,567.59,13,7239.12,6239.12
5680,16.93920335,434.02,11,7239.12,6239.12
5681,17.31082306,336.01,8,7239.12,6239.12
5682,17.67931169,334.05,9,7239.12,6239.12
5683,16.09045129,565.65,9,7239.12,6239.12
5684,14.305,366.07,9,7239.12,6239.12
5685,18.20665061,450.61,16,7239.12,6239.12
5686,19.22377325,369.2,11,7239.12,6239.12
5687,21.81176407,293.88,7,7239.12,6239.12
5688,12.45539915,394.46,12,7239.12,6239.12
5689,18.31930209,500.55,10,7239.12,6239.12
5690,14.88446661,584.9,8,7239.12,6239.12
5691,10.897,433.57,7,7239.12,6239.12
5692,25.86532679,546.18,12,7239.12,6239.12
5693,22.30492671,347.56,9,7239.12,6239.12
5694,31.0445997,441.24,13,7239.12,6239.12
5695,22.16496198,358.51,9,7239.12,6239.12
5696,20.248,388.67,9,7239.12,6239.12
5697,14.97819103,388.38,11,7239.12,6239.12
5698,33.90951382,409.74,7,7239.12,6239.12
5699,12.07327958,365.69,8,7239.12,6239.12
5700,12.05119168,437.68,8,7239.12,6239.12
5701,25.49738323,515.45,10,7239.12,6239.12
5702,15.737,503.94,12,7239.12,6239.12
5703,14.35138799,340.9,9,7239.12,6239.12
5704,20.50218234,252.53,8,7239.12,6239.12
5705,20.39101851,450.98,11,7239.12,6239.12
5706,9.811116436,417.73,10,7239.12,6239.12
5707,21.00389676,431.81,12,7239.12,6239.12
5708,11.55053627,594.69,10,7239.12,6239.12
5709,18.52,357.54,9,7239.12,6239.12
5710,14.80970089,451.2,8,7239.12,6239.12
5711,18.74720388,289.39,8,7239.12,6239.12
5712,14.37310356,485.25,8,7239.12,6239.12
5713,19.33573443,426.93,8,7239.12,6239.12
5714,6.640601085,447.9,8,7239.12,6239.12
5715,13.95225296,317.21,12,7239.12,6239.12
5716,11.96852703,517.69,10,7239.12,6239.12
5717,18.43564712,555.85,10,7239.12,6239.12
5718,38.55012853,787.29,9,7239.12,6239.12
5719,19.147,521.28,8,7239.12,6239.12
5720,19.35004322,309.56,8,7239.12,6239.12
5721,18.57180497,535.7,9,7239.12,6239.12
5722,12.89359578,338.33,11,7239.12,6239.12
5723,27.36215905,389.12,9,7239.12,6239.12
5724,17.7167985,393.36,7,7239.12,6239.12
5725,12.55197514,389.72,8,7239.12,6239.12
5726,18.26827498,463.13,9,7239.12,6239.12
5727,18.1458488,461.98,10,7239.12,6239.12
5728,9.981224584,392.94,13,7239.12,6239.12
5729,32.011,494.73,11,7239.12,6239.12
5730,7.282,298.21,7,7239.12,6239.12
5731,14.89139549,779.55,8,7239.12,6239.12
5732,16.18864466,352.01,8,7239.12,6239.12
5733,33.55621397,586.67,8,7239.12,6239.12
5734,17.07341397,357.99,6,7239.12,6239.12
5735,15.63770462,347.72,7,7239.12,6239.12
5736,14.21090694,355.38,7,7239.12,6239.12
5737,13.76891409,470,10,7239.12,6239.12
5738,22.12768152,343.28,8,7239.12,6239.12
5739,24.89787628,532.7,8,7239.12,6239.12
5740,15.10613456,494.47,8,7239.12,6239.12
5741,15.14616501,298.84,11,7239.12,6239.12
5742,11.71392006,431.52,15,7239.12,6239.12
5743,30.93828273,590.42,8,7239.12,6239.12
5744,16.25307838,225.75,8,7239.12,6239.12
5745,19.43596471,325.82,9,7239.12,6239.12
5746,14.35408616,345.78,10,7239.12,6239.12
5747,10.37404858,481.98,12,7239.12,6239.12
5748,10.64657059,296.08,8,7239.12,6239.12
5749,14.41871904,518.61,10,7239.12,6239.12
5750,21.28423514,716.63,10,7239.12,6239.12
5751,25.765,691.61,12,7239.12,6239.12
5752,13.19684985,362,10,7239.12,6239.12
5753,32.57786268,452.41,8,7239.12,6239.12
5754,19.49423829,479.26,10,7239.12,6239.12
5755,19.42006702,358.51,12,7239.12,6239.12
5756,28.30383295,514,14,7239.12,6239.12
5757,27.34046389,346.11,8,7239.12,6239.12
5758,17.42341007,375.89,9,7239.12,6239.12
5759,17.99842098,354.62,13,7239.12,6239.12
5760,7.76090292,608,8,7239.12,6239.12
5761,12.88110488,436.33,13,7239.12,6239.12
5762,24.11742243,568.81,11,7239.12,6239.12
5763,17.95593826,540.78,10,7239.12,6239.12
5764,17.61958703,518.69,13,7239.12,6239.12
5765,26.46162961,696.74,11,7239.12,6239.12
5766,22.90614938,351.67,9,7239.12,6239.12
5767,23.66675148,640.36,9,7239.12,6239.12
5768,24.75426335,334.6,11,7239.12,6239.12
5769,13.34,470.09,7,7239.12,6239.12
